id,confirmation_code,duration,start_date,end_date,crackdown,issue,funding,Q1.2,Q1.3,favor_humanitarian,favor_human_rights,favor_development,donate_likely,amount_donate,amount_keep,amount_why,give_charity,volunteer,political_knowledge,ideology,education,religiosity,Q3.8,gender,gender_other,income,age,attention1_correct,attention2_correct,check1,check2,donate_likely_bin,favor_humanitarian_bin,favor_human_rights_bin,favor_development_bin,give_charity_3,give_charity_2,political_knowledge_bin,ideology_3,ideology_bin,education_bin,religiosity_bin,income_clean,income_bin,age_bin,gender_bin
R_2BkBOxj7DvRXiT3,3248601,181,2018-03-22T20:47:49Z,2018-03-22T20:50:50Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat likely,20,80,"Without knowing more about the organization, it is difficult to decide to donate more. Also, money available for donating to any worthwhile cause is limited in my family right now, as we are putting two children through college.",Once a year,No,Most of the time,"Independent, leaning conservative",4 year degree,Once a week,Blue,Female,,"$100,000 – $149,999",45 – 54,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_22LgCkPL81egel4,9527707,128,2018-03-22T20:49:19Z,2018-03-22T20:51:28Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,I think is a fair  amount,Once every few years,No,Only now and then,Independent,Some college,Seldom,Blue,Female,,"$60,000 – $69,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Independent,Not liberal,No BA,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2A07xGgGC17ok5x,4030292,325,2018-03-22T20:46:34Z,2018-03-22T20:52:00Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Very favorable,Somewhat likely,52,48,I would donate 50 dollars and keep 50 dollars,Once every six months,No,Some of the time,Strong liberal,4 year degree,Never,Blue,Female,,"$60,000 – $69,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_1QocGGl6SePj60l,1983232,183,2018-03-22T20:49:21Z,2018-03-22T20:52:24Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,50,50,"I am having financial troubles also, but I could split it with a worthwhile charity.",Once a month,Yes,Most of the time,"Independent, leaning liberal",Some college,A few times a year,Blue,Female,,"$90,000 – $99,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$90,000 – $99,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_uwcP3ff7cfdv23D,5729764,190,2018-03-22T20:49:39Z,2018-03-22T20:52:50Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Extremely unlikely,0,100,I am leary about donating to organizations because I am never sure where the money goes.,Never,No,Only now and then,Very conservative,Some college,Never,Blue,Male,,"$40,000 – $49,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,Rarely,Rarely,Not often,Conservative,Not liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_33wdvMK56sjHZ7I,942203,134,2018-03-22T20:51:14Z,2018-03-22T20:53:29Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,100,0,I would donate that amount because i feel that assistance for refugees is a great need in our world.,Once every six months,No,Only now and then,Conservative,4 year degree,A few times a year,Blue,Female,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Conservative,Not liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_2RQE2XIzgRdZwE1,1123193,139,2018-03-22T20:52:40Z,2018-03-22T20:54:59Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,90,10,i'd donate 90$ and keep 10$ to buy a homeless person a meal.,Once a year,Yes,Some of the time,Independent,Some college,Seldom,Blue,Male,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_1NrGoKu1bkLnYnI,9398090,111,2018-03-22T20:53:13Z,2018-03-22T20:55:04Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Neither likely nor unlikely,0,100,I dont know if the charity is legit. I'd need to do my own research.,Once a year,No,Some of the time,Independent,4 year degree,Seldom,Blue,Female,,"$20,000 – $29,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,BA and above,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_3kgBVK2hslaacaR,3550118,265,2018-03-22T20:53:06Z,2018-03-22T20:57:31Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Neutral,Neutral,Favorable,Somewhat unlikely,0,100,"due to government influence on group, would not donate",Once every few years,No,Most of the time,Conservative,4 year degree,A few times a year,Blue,Male,,"$30,000 – $39,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Favorable,Rarely,Rarely,Often,Conservative,Not liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_2qfVl3WbQXxYT52,760787,182,2018-03-22T20:55:44Z,2018-03-22T20:58:46Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Somewhat likely,5,95,I need most of the money to keep my lights on for the winter weather.,Once every three months,Yes,Only now and then,Liberal,Graduate or professional degree,Once or twice a month,Blue,Female,,"$70,000 – $79,999",45 – 54,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,BA and above,At least once a month,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2uyYhMiFwUm0OHx,1389541,226,2018-03-22T20:55:06Z,2018-03-22T20:58:53Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,Seems reasonable to save some money,Once a year,No,Most of the time,Independent,Some college,Seldom,Blue,Male,,"More than $150,000",55 – 64,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,No BA,Rarely,"More than $150,000","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_29deA6CaEJUXiQW,5214718,108,2018-03-22T20:57:30Z,2018-03-22T20:59:19Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,100,0,They need it more than me,Once every three months,No,Some of the time,Conservative,4 year degree,Once a week,Blue,Female,,"More than $150,000",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"More than $150,000","At least $50,000 – $59,999",At least 35 – 44,Female
R_25SnXXKf1tuP4CY,7883744,181,2018-03-22T20:57:42Z,2018-03-22T21:00:43Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,"Without knowing more about the charity I am hesitant to donate more than 10% of any amount I receive. However, $100 is a lot so I will donate a full 10% of it.",Once every three months,No,Most of the time,Liberal,Graduate or professional degree,Never,Blue,Male,,"$10,000 – $19,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_1DvgRIg3bsChQFv,1899428,149,2018-03-22T20:59:22Z,2018-03-22T21:01:51Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,10,90,A refugee is a person who lacks the backbone to fight to make his country a better place.,Never,No,Most of the time,Independent,Some college,Never,Blue,Male,,"$10,000 – $19,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Independent,Not liberal,No BA,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_3ISI8KSZgOXOhYn,7501067,168,2018-03-22T21:01:30Z,2018-03-22T21:04:19Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,20,80,Need to learn more about this organization. Need more info on how much goes to those its helping.,Once every three months,Yes,Some of the time,Liberal,Some college,Once or twice a month,Blue,Female,,"$50,000 – $59,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,At least once a month,"$50,000 – $59,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_vVUtg3dxVBPGuNb,7126565,194,2018-03-22T21:01:08Z,2018-03-22T21:04:22Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,30,70,"I really need money right now, as I am preparing to take out a significant amount in loans. However, the IRC has a good cause.",Once every three months,Yes,Only now and then,Liberal,4 year degree,Never,Blue,Female,,"$20,000 – $29,999",18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,BA and above,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_22QYyJxq3Si9jwd,8538565,243,2018-03-22T21:02:30Z,2018-03-22T21:06:33Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Neutral,Favorable,Favorable,Neither likely nor unlikely,6,94,I feel that refugees should be prepared to support themselves and not be supported. They should also follow immigration policies and not just run to anther country.,Once every three months,No,Some of the time,"Independent, leaning liberal",High school graduate,Seldom,Blue,Female,,"$90,000 – $99,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$90,000 – $99,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_VIqNMbWsaHQ7DDH,6958652,228,2018-03-22T21:03:30Z,2018-03-22T21:07:19Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,20,80,I feel that would be fair to both of us.,Once a month,No,Most of the time,Conservative,2 year degree,Once a week,Blue,Male,,"$30,000 – $39,999",65 – 74,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_3eek460pLsmxhGC,8706204,141,2018-03-22T21:07:26Z,2018-03-22T21:09:47Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,29,71,I am trying to establish some savings for the future but I would like to donate some,Once a year,Yes,Most of the time,Liberal,Doctorate,Never,Blue,Female,,"$30,000 – $39,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_3DnItYZ3EAIUiqa,8007680,139,2018-03-22T21:08:47Z,2018-03-22T21:11:07Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,50,50,figure I would split my extra earnings in half,Once every three months,Yes,Some of the time,"Independent, leaning liberal",2 year degree,Once a week,Blue,Female,,"$30,000 – $39,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_3n33sHfvxca2VqP,2592070,188,2018-03-22T21:08:16Z,2018-03-22T21:11:24Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat likely,10,90,"I have a very tight budget and only donate small amounts to any organization, plus the majority of my donations go to local animal relief and MS charities due to personal connections.",Once a year,No,Some of the time,"Independent, leaning liberal",Some college,Never,Blue,Female,,"$50,000 – $59,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2qq4FrlF9dEy3xJ,2533053,301,2018-03-22T21:06:54Z,2018-03-22T21:11:56Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Neutral,Favorable,Somewhat likely,18,82,It seems to be a good cause and that is why I would donate $18.00. I think refugees should be helped especially the children. War and disasters can be cruel and they need all the help they can get.  The rest of that amount is to keep and enjoy.,Once a week,No,Most of the time,"Independent, leaning conservative",Some college,Once a week,Blue,Male,,"$30,000 – $39,999",55 – 64,TRUE,TRUE,Correct,Correct,Likely,Favorable,Not favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_1MY9cZsq22YslJ2,4177579,218,2018-03-22T21:16:49Z,2018-03-22T21:20:27Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Neutral,Favorable,Favorable,Somewhat likely,20,80,Because it’s not about the amount given it’s about what was given,Once a year,No,Only now and then,Liberal,High school graduate,Seldom,Blue,Female,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Not favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_2ClGXiy9tMvgr5L,2867555,124,2018-03-22T21:19:01Z,2018-03-22T21:21:05Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,0,100,"I am very poor and live paycheck to paycheck. This organization receives money from government donors, so it is likely well funded, so I would rather eat today than donate money.",Once every six months,No,Some of the time,Liberal,Graduate or professional degree,Seldom,Blue,Male,,"$20,000 – $29,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_2uJoYSFkA2GVvx0,2675458,99,2018-03-22T21:20:09Z,2018-03-22T21:21:49Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,100,0,I like to donate in even amounts of 100.,Once a month,Yes,Most of the time,Liberal,Graduate or professional degree,Never,Blue,Male,,"$100,000 – $149,999",55 – 64,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_3Hq2b6TqtvRBcQk,2542974,143,2018-03-22T21:19:32Z,2018-03-22T21:21:56Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Unfavorable,Neutral,Neutral,Neither likely nor unlikely,20,80,i do not typically donate in general,Once a year,Yes,Some of the time,Liberal,4 year degree,Never,Blue,Male,,"More than $150,000",18 – 24,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"More than $150,000","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_12r26mTe8pgrfd2,8238924,390,2018-03-22T21:16:20Z,2018-03-22T21:22:50Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Neither likely nor unlikely,10,90,10% is an appropriate portion of income to donate to charity.,Once a week,No,Most of the time,Liberal,Some college,Never,Blue,Male,,"$70,000 – $79,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_1r1aokmWZzPhQ6s,6765152,79,2018-03-22T21:21:58Z,2018-03-22T21:23:18Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,50,50,So that I could help others but also put some money aside.,Once a year,Yes,Most of the time,Strong liberal,Graduate or professional degree,A few times a year,Blue,Female,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_1mdZ1k0FFFnOqbR,867222,216,2018-03-22T21:28:22Z,2018-03-22T21:31:58Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,30,70,so I could keep for other projects.,Once a year,Yes,Some of the time,Liberal,4 year degree,A few times a year,Blue,Female,,"$100,000 – $149,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_3kA2vvhShJJuMBS,9526638,192,2018-03-22T21:29:09Z,2018-03-22T21:32:22Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,25,75,I would want to do the right thing,Once a year,No,Most of the time,Liberal,4 year degree,Never,Blue,Male,,"$60,000 – $69,999",45 – 54,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_qIrGTF2ocWWCPPb,6077340,178,2018-03-22T21:29:45Z,2018-03-22T21:32:43Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,I would like to know more about the committee before I pledge more,Once every three months,Yes,Most of the time,Liberal,4 year degree,Never,Blue,Female,,"$60,000 – $69,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2qb0TSUq9Mkij5Y,3232853,125,2018-03-22T21:32:15Z,2018-03-22T21:34:20Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,100,0,"If I had extra, then it makes sense to donate it all",Once a month,Yes,Most of the time,Liberal,Graduate or professional degree,Seldom,Blue,Male,,"More than $150,000",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"More than $150,000","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_roGFF7xu4nMRW49,248931,126,2018-03-22T21:32:44Z,2018-03-22T21:34:51Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,I would have to do research on a charitable organisation before donating to it.,Once a year,Yes,Most of the time,Strong liberal,4 year degree,Never,Blue,Female,,"$60,000 – $69,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_SMEtZ2kJy4Jm0A9,7759854,345,2018-03-22T21:35:17Z,2018-03-22T21:41:03Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,"While I don't mind donating some, I could really use the extra money myself.",Once every six months,No,Some of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Male,,"$50,000 – $59,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_3KPcSivRmavdydb,851378,199,2018-03-22T21:38:38Z,2018-03-22T21:41:57Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,0,100,I do a lot of research into organizations prior to donating money to them.  I want to make sure they're spending their money wisely to benefit people.,Once every three months,Yes,Some of the time,Independent,4 year degree,Never,Blue,Female,,"$50,000 – $59,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,BA and above,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_Y5NRW653xF6Ce1r,221010,174,2018-03-22T21:39:15Z,2018-03-22T21:42:09Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,25,75,I have other organizations that help the poor.,Once every six months,No,Most of the time,Conservative,Graduate or professional degree,More than once a week,Blue,Male,,"$30,000 – $39,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_2bIYS3SGvmlfRNJ,3510738,150,2018-03-22T21:40:46Z,2018-03-22T21:43:17Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,100,0,They obviously need it more than I do.,Once a year,No,Most of the time,Very conservative,Some college,Once a week,Blue,Female,,"$50,000 – $59,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_0ffSKfPTlPWZEjf,7553669,206,2018-03-22T21:41:37Z,2018-03-22T21:45:04Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,20,80,Since I am on a limited income I need the additional money for my bills.,Once every few years,No,Some of the time,"Independent, leaning liberal",Some college,Never,Blue,Male,,"Less than $10,000",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Liberal,Liberal,No BA,Rarely,"Less than $10,000","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_6rFHn4Q9bU40E9j,2742336,166,2018-03-22T21:43:36Z,2018-03-22T21:46:23Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,0,100,I don't know enough about this organization and would have to know more about their efforts before donating.,Once a month,No,Most of the time,Independent,Graduate or professional degree,Never,Blue,Male,,"$100,000 – $149,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Independent,Not liberal,BA and above,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_9ZBBj97dB1Ojsbv,1739678,454,2018-03-22T21:38:52Z,2018-03-22T21:46:27Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Somewhat likely,50,50,I would like to contribute a substantial amount of money to the worthy cause of helping people in dire situations.,Once every six months,Yes,Most of the time,Independent,4 year degree,Once or twice a month,Blue,Male,,"$90,000 – $99,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,BA and above,At least once a month,"$90,000 – $99,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_3HiylD86wvLcc3B,8051760,284,2018-03-22T21:44:31Z,2018-03-22T21:49:16Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,10,90,"I wouldn't trust the money is actually going to help those in need and not to upper-executives within the organization, so I would not donate much.",Once every six months,Yes,Most of the time,"Independent, leaning conservative",Graduate or professional degree,Never,Blue,Male,,"$100,000 – $149,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_50Ur88SNIwsH0it,6186528,114,2018-03-22T21:48:54Z,2018-03-22T21:50:48Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,15,85,"I support the cause, so I'd give a little bit. I see that a large portion of it's funding comes from government donors though, so I feel like it doesn't need me as much.",Once every six months,No,Some of the time,Liberal,4 year degree,Never,Blue,Female,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_33jyP9vnYfPo3ce,2903153,113,2018-03-22T21:49:10Z,2018-03-22T21:51:04Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Neutral,Favorable,Neutral,Neither likely nor unlikely,1,99,because that is all i would donate,Once every few years,No,Hardly at all,Independent,High school graduate,Seldom,Blue,Male,,"Less than $10,000",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Favorable,Not favorable,Rarely,Rarely,Not often,Independent,Not liberal,No BA,Rarely,"Less than $10,000","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_2fAJ1eVcSWp3luJ,6776937,143,2018-03-22T21:49:32Z,2018-03-22T21:51:56Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,0,100,I am currently unemployed and so I should save the money for myself.,Once every three months,Yes,Some of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Female,,"$100,000 – $149,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Female
