StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,Q1.3,Q2.1_1,Q2.1_2,Q2.1_3,Q2.3,Q2.4_1,Q2.4_2,Q2.5,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.9_4_TEXT,Q3.10,Q3.11,mTurkCode,crackdown,issue,funding
2018-03-22 22:19:00,2018-03-22 22:20:40,IP Address,76.185.105.158,100,99,True,2018-03-22 22:20:41,R_sXB6oGoJRI1d0XL,,,,,32.811996459961,-96.814300537109,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Unfavorable,Neither likely nor unlikely,4,96,"It's because I'm greedy and cheap. ",Once every few years,No,Only now and then,Conservative,Doctorate,Seldom,Blue,Male,,"$30,000 – $39,999",25 – 34,7161929,.,human rights for refugees,government donors
2018-03-22 22:21:23,2018-03-22 22:25:08,IP Address,98.215.138.219,100,224,True,2018-03-22 22:25:08,R_3rJsdfEQNp4xo8f,,,,,40.942092895508,-90.377998352051,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,5,95,It might be a good organization but I would have to know more about it before donating more than just a small sum.,Once every six months,No,Most of the time,Conservative,Some college,Never,Blue,Male,,"$20,000 – $29,999",65 – 74,7734201,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 22:26:10,2018-03-22 22:28:43,IP Address,199.227.242.46,100,152,True,2018-03-22 22:28:44,R_2cA4ZfVXHeV3caz,,,,,32.361694335938,-86.133598327637,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Neutral,Neither likely nor unlikely,0,100,Struggling financially right now,Once every three months,No,Some of the time,Conservative,2 year degree,Once or twice a month,Blue,Female,,"$50,000 – $59,999",18 – 24,5108536,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 22:22:36,2018-03-22 22:28:46,IP Address,107.194.210.141,100,369,True,2018-03-22 22:28:46,R_1ffreVUpfmQcI0H,,,,,38.281295776367,-85.840103149414,anonymous,EN,Yes,"Green,Yellow",Neutral,Favorable,Favorable,Somewhat likely,50,50,I like to research the organizations I donate to. Since I don't know much about this organization I  and have to make a decision right now. I would donate half and research and if they are a reputable organization that donations go mostly towards the cause and not just pennies on the dollar then I would send the rest. There are a lot of charitable organizations that most of the money does not go towards the actual cause,Once every three months,Yes,Most of the time,"Independent, leaning conservative",2 year degree,Seldom,Blue,Female,,"$30,000 – $39,999",45 – 54,8830561,.,humanitarian assistance for refugees,government donors
2018-03-22 22:32:40,2018-03-22 22:35:55,IP Address,71.70.139.173,100,194,True,2018-03-22 22:35:56,R_SHs8WoYjkBpkeOZ,,,,,36.317001342773,-76.275398254395,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,25,75,"My logic behind this is that if I can donate even a portion of that extra money I would feel content however, I could also use the remainder to pay down a portion of my debt which would then allow me to donate more in the future. ",Once a week,Yes,Some of the time,"Independent, leaning liberal",Some college,Never,Blue,Male,,"$100,000 – $149,999",25 – 34,9144059,.,human rights for refugees,"individual, private donors"
2018-03-22 22:34:49,2018-03-22 22:37:53,IP Address,107.77.196.129,100,183,True,2018-03-22 22:37:53,R_1rfigRaPibehTyi,,,,,32.788101196289,-96.943099975586,anonymous,EN,Yes,Blue,Favorable,Favorable,Favorable,Somewhat likely,50,50,"Half of what I believe in this organization ",Once a month,Yes,Some of the time,Conservative,High school graduate,Once or twice a month,Blue,Male,,"$50,000 – $59,999",45 – 54,4546921,.,humanitarian assistance for refugees,government donors
2018-03-22 22:37:47,2018-03-22 22:40:09,IP Address,47.192.16.86,100,141,True,2018-03-22 22:40:09,R_3PCFTWzr7Jfy37z,,,,,27.888900756836,-81.813598632812,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Very favorable,Neither likely nor unlikely,0,100,I donate to animal charities so I would prefer to do that,Once every three months,No,Most of the time,Independent,4 year degree,Never,Blue,Female,,"$50,000 – $59,999",35 – 44,6062143,.,human rights for refugees,government donors
2018-03-22 22:42:26,2018-03-22 22:44:17,IP Address,67.181.147.103,100,111,True,2018-03-22 22:44:18,R_Zl7fPPxlU8i2o5X,,,,,36.79670715332,-119.92950439453,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,20,80,I Would love to donate more but I actually need the money right now. Also I don’t know a lot about their organization other than what was provided.,Once a month,No,Most of the time,Strong liberal,4 year degree,A few times a year,Blue,Female,,"$40,000 – $49,999",25 – 34,6061906,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 22:41:53,2018-03-22 22:46:48,IP Address,124.104.232.34,100,295,True,2018-03-22 22:46:49,R_1FmPvh4z9XiNhav,,,,,14.359497070312,121.04730224609,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,To be able to help them while keeping fair amount for myself,Once a year,Yes,Only now and then,"Independent, leaning conservative",Some college,Once a week,Blue,Male,,"$20,000 – $29,999",18 – 24,2170153,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 22:45:05,2018-03-22 22:49:05,IP Address,72.195.180.213,100,240,True,2018-03-22 22:49:05,R_3ReeVnBVDRt1SGp,,,,,32.581405639648,-83.628601074219,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,50,50,I would donate that amount as I think it is a good cause and I do not know why I would keep some for myself,Once every few years,No,Only now and then,Independent,High school graduate,Seldom,Blue,Female,,"$30,000 – $39,999",25 – 34,4123988,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 22:47:32,2018-03-22 22:51:10,IP Address,72.24.58.223,100,217,True,2018-03-22 22:51:10,R_2cvVtIztkysG7qH,,,,,36.70280456543,-96.957496643066,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,10,90,"I would send to other charities ",Once a month,Yes,Some of the time,Strong liberal,High school graduate,Seldom,Blue,Female,,"$30,000 – $39,999",35 – 44,2785648,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 22:49:05,2018-03-22 22:51:47,IP Address,74.71.168.54,100,161,True,2018-03-22 22:51:47,R_1NaZjfNj2WgNVvO,,,,,40.791000366211,-73.925598144531,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,75,25,I believe that the money would do the most good by giving the majority of the money away to a good cause.,Once every six months,Yes,Most of the time,Liberal,Some college,A few times a year,Blue,Female,,"$40,000 – $49,999",35 – 44,7457026,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 22:48:27,2018-03-22 22:53:07,IP Address,67.41.15.81,100,279,True,2018-03-22 22:53:08,R_A1FYOIDQqug9dMl,,,,,35.069396972656,-106.57740020752,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Somewhat likely,50,50,Because I want some money for me but I want to contribute also.,Once every few years,No,Some of the time,"Independent, leaning liberal",4 year degree,Seldom,Blue,Female,,"$50,000 – $59,999",35 – 44,7419367,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 22:50:55,2018-03-22 22:54:47,IP Address,47.38.77.219,100,232,True,2018-03-22 22:54:48,R_1OOwQy6YS0T8WXU,,,,,34.775695800781,-82.377700805664,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Somewhat unlikely,0,100,I am  not familiar with organization and do  not feel comfortable donating to org. i do not recognize,Once a year,No,Some of the time,Conservative,Some college,Once or twice a month,Blue,Female,,"$100,000 – $149,999",45 – 54,2055097,.,humanitarian assistance for refugees,government donors
2018-03-22 22:56:21,2018-03-22 22:58:07,IP Address,71.80.215.170,100,105,True,2018-03-22 22:58:07,R_2Xh9BFSx6iR41qA,,,,,39.241302490234,-119.92919921875,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,5,95,"I am not familiar with the organization but their objective seems worthwhile so they are deserving of a small donation. ",Once a month,No,Most of the time,"Independent, leaning liberal",4 year degree,Seldom,Blue,Male,,"More than $150,000",18 – 24,8960427,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 22:55:32,2018-03-22 22:59:27,IP Address,108.171.135.189,100,234,True,2018-03-22 22:59:27,R_sHTBDMckdgI9l9D,,,,,34.054397583008,-118.2440032959,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,20,80,I want to help but I have a lot of expenses too.,Once a week,Yes,Most of the time,Liberal,Graduate or professional degree,Once a week,Blue,Male,,"More than $150,000",45 – 54,9239674,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 22:53:50,2018-03-22 23:00:53,IP Address,184.53.50.141,100,423,True,2018-03-22 23:00:54,R_3ksMedMaonkxseU,,,,,37.751007080078,-97.821998596191,anonymous,EN,Yes,"Green,Yellow",Neutral,Neutral,Unfavorable,Extremely unlikely,0,100,"international aid is typically self defeating and perpetuates the problems it wants to solve, like the exploding population in africa combined with the hunger problem there",Once every six months,Yes,Most of the time,Very conservative,4 year degree,Never,Blue,Male,,"$100,000 – $149,999",25 – 34,2957385,.,human rights for refugees,"individual, private donors"
2018-03-22 22:55:36,2018-03-22 23:01:52,IP Address,99.8.28.198,100,375,True,2018-03-22 23:01:52,R_2c5cgsBSXifbcuq,,,,,33.877807617188,-117.53440093994,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Extremely unlikely,0,100,I know nothing about the organization and am prone to distrust it since it's funded by governments outside of the areas it operates in.,Once a week,Yes,Most of the time,"Independent, leaning conservative",4 year degree,Once a week,Blue,Male,,"$80,000 – $89,999",35 – 44,6049997,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 22:52:57,2018-03-22 23:03:21,IP Address,104.206.98.42,100,623,True,2018-03-22 23:03:21,R_5bi1HcU337YaL3r,,,,,36.175003051758,-115.13719940186,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,38,62,I need all the money I have.,Once a year,No,Some of the time,Independent,Some college,Never,Blue,Female,,"$20,000 – $29,999",25 – 34,655300,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 22:56:31,2018-03-22 23:05:49,IP Address,69.145.153.223,100,557,True,2018-03-22 23:05:50,R_3NEwZdDkiZ9LAIQ,,,,,46.858200073242,-113.98960113525,anonymous,EN,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Somewhat likely,8,92,I am tight on money right now and I think that any small donation will help.,Once a year,No,Hardly at all,"Independent, leaning liberal",Some college,Seldom,Blue,Female,,"$30,000 – $39,999",18 – 24,2721966,.,human rights for refugees,government donors
2018-03-22 23:04:04,2018-03-22 23:07:08,IP Address,72.160.78.249,100,184,True,2018-03-22 23:07:09,R_2bQ0RMOCmlaxdH4,,,,,47.283294677734,-122.77470397949,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,10,90,10% is probably a good amount,Once every six months,No,Some of the time,"Independent, leaning conservative",2 year degree,Seldom,Blue,Male,,"$60,000 – $69,999",18 – 24,9804551,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 23:09:27,2018-03-22 23:14:41,IP Address,73.233.161.114,100,314,True,2018-03-22 23:14:42,R_2YxpQOZcvd7HJXd,,,,,39.964294433594,-75.144401550293,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat likely,25,75,I would like to donate some to a different charity as well,Once a month,Yes,Some of the time,Liberal,Graduate or professional degree,A few times a year,Blue,Female,,"$30,000 – $39,999",18 – 24,9931684,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 23:14:50,2018-03-22 23:17:30,IP Address,24.143.119.128,100,160,True,2018-03-22 23:17:30,R_1jvugA8VwUJr2fO,,,,,47.583892822266,-122.29949951172,anonymous,EN,Yes,"Green,Yellow",Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unlikely,0,100,"I'm unemployed right now so given to other can't be justified, and I would donate to a program im familiar with if i had the money. ",Once every few years,Yes,Most of the time,Liberal,4 year degree,Never,Blue,Male,,"Less than $10,000",25 – 34,2649408,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 23:12:47,2018-03-22 23:19:29,IP Address,174.87.164.88,100,402,True,2018-03-22 23:19:29,R_2z7psuvoD2zl3Zn,,,,,37.341796875,-120.75910186768,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,50,50,"This way I'm helping the most I can, I also need some for myself.",Never,No,Some of the time,"Independent, leaning liberal",Some college,Seldom,Blue,Male,,"Less than $10,000",25 – 34,8242157,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 23:15:05,2018-03-22 23:20:08,IP Address,71.173.64.149,100,303,True,2018-03-22 23:20:09,R_3LZv0Vv0UtJ5K4o,,,,,44.971893310547,-68.524299621582,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,"I care deeply about the rights of refugees, and donating 10% of my available spending money is a pretty significant amount. Imagine how much we could accomplish if everyone could donate that much to charity. ",Once a month,No,Most of the time,Liberal,Some college,Never,Blue,Male,,"Less than $10,000",35 – 44,1351228,.,human rights for refugees,"individual, private donors"
2018-03-22 23:17:28,2018-03-22 23:20:18,IP Address,75.167.163.231,100,170,True,2018-03-22 23:20:19,R_2eUwiDQdxvMGXqw,,,,,43.634002685547,-116.32420349121,anonymous,EN,Yes,"Green,Yellow",Neutral,Very unfavorable,Unfavorable,Extremely unlikely,0,100,I think by enabling support for supposed refugees we are creating more problems than we solve. If these organizations worked the west would not be flooded with refugees as we see today.,Once a month,No,Most of the time,Independent,2 year degree,Seldom,Blue,Male,,"$40,000 – $49,999",35 – 44,7409299,.,human rights for refugees,government donors
2018-03-22 23:20:44,2018-03-22 23:22:14,IP Address,100.2.68.187,100,89,True,2018-03-22 23:22:14,R_3nitrJb7xM8ahW3,,,,,40.639099121094,-73.898597717285,anonymous,EN,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Neither likely nor unlikely,52,48,"I'll donate because i'd support it, im giving that amount because im broke ",Once every three months,Yes,Some of the time,Liberal,4 year degree,A few times a year,Blue,Male,,"$10,000 – $19,999",18 – 24,9172129,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 23:17:47,2018-03-22 23:23:41,IP Address,24.207.160.137,100,354,True,2018-03-22 23:23:42,R_22R0f0mUUn9tCdg,,,,,38.549102783203,-90.319900512695,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,10 percent seems like a fair donation to someone with a moderate income. It would also allow some flexibility to donate to other causes if I wanted to do that at the same time.,Once every three months,Yes,Most of the time,"Independent, leaning conservative",4 year degree,A few times a year,Blue,Male,,"$60,000 – $69,999",45 – 54,5077849,.,humanitarian assistance for refugees,government donors
2018-03-22 23:25:39,2018-03-22 23:31:10,IP Address,24.19.56.206,100,331,True,2018-03-22 23:31:10,R_3JdXGu9ulITC4pc,,,,,47.635498046875,-122.32350158691,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,100,0,I do not support the aftermath of their cause but it still does goto refugees,Once a month,Yes,Most of the time,Strong liberal,2 year degree,Once or twice a month,Blue,Male,,"$50,000 – $59,999",35 – 44,9687428,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 23:29:54,2018-03-22 23:33:35,IP Address,73.220.204.178,100,221,True,2018-03-22 23:33:36,R_ANf0J7eVX63quRP,,,,,38.026702880859,-121.3012008667,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Neutral,Somewhat likely,10,90,If I had properly researched the group and found them not to be corrupt I would be very much willing to  donate at least $10 because I really believe in helping the refugee crisis. But I wouldn't donate that much since I am in dire need of money at the moment.,Once a year,No,Some of the time,Strong liberal,2 year degree,Never,Blue,Female,,"$70,000 – $79,999",25 – 34,1598599,.,humanitarian assistance for refugees,government donors
2018-03-22 23:31:04,2018-03-22 23:34:25,IP Address,209.58.149.55,100,201,True,2018-03-22 23:34:26,R_Ahd0c2EEgyyNr6F,,,,,32.782501220703,-96.820701599121,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Somewhat unlikely,0,100,"I wouldn't donate to a refugee advocate organization, so I'd keep my $100.",Once a month,No,Most of the time,"Independent, leaning conservative",2 year degree,Seldom,Blue,Male,,"$50,000 – $59,999",55 – 64,4035271,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 23:37:06,2018-03-22 23:41:56,IP Address,50.96.23.239,100,289,True,2018-03-22 23:41:57,R_3nT9JWNKcyPp1aL,,,,,34.798202514648,-84.908203125,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,5,95,"I need more information about IRC before I donate any more.  Most importantly, I want to know what percentage of their donations they actually spend on helping the refugees vs. administrative costs, advertising, etc. ",Once a month,Yes,Most of the time,Very conservative,Some college,More than once a week,Blue,Female,,"$30,000 – $39,999",45 – 54,6635419,.,human rights for refugees,"individual, private donors"
2018-03-22 23:40:21,2018-03-22 23:44:03,IP Address,69.75.72.162,100,222,True,2018-03-22 23:44:04,R_1kThZUmFWjjCBan,,,,,33.912902832031,-118.34390258789,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,0,100,I don’t know enough about this organization to give it any amount of money right now.,Once every three months,No,Some of the time,"Independent, leaning liberal",Graduate or professional degree,Never,Blue,Female,,"$90,000 – $99,999",55 – 64,8627650,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 23:41:10,2018-03-22 23:45:10,IP Address,174.237.135.237,100,239,True,2018-03-22 23:45:11,R_3Gen2p1Y427wS95,,,,,35.084503173828,-106.65110015869,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,100,0,I empathize with the plight of refugees.,Once every three months,Yes,Most of the time,Independent,Some college,Never,Blue,Female,,"$10,000 – $19,999",55 – 64,6634438,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 23:45:11,2018-03-22 23:46:58,IP Address,173.59.32.94,100,106,True,2018-03-22 23:46:59,R_Adu01SIBXbRLi9P,,,,,40.226196289062,-75.293098449707,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely unlikely,51,49,"Because the donation is for a good cause, but I also need to survive. ",Once every six months,Yes,Some of the time,Liberal,Graduate or professional degree,A few times a year,Blue,Male,,"$70,000 – $79,999",25 – 34,1483600,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 23:55:47,2018-03-22 23:58:58,IP Address,75.185.2.103,100,191,True,2018-03-22 23:58:59,R_2vcccvL5qZQXKeS,,,,,40.041900634766,-82.961402893066,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,half and half,Once every six months,No,Only now and then,"Independent, leaning conservative",Some college,Never,Blue,Female,,"$10,000 – $19,999",55 – 64,1759374,.,human rights for refugees,government donors
2018-03-22 23:56:56,2018-03-23 00:00:15,IP Address,71.200.43.89,100,198,True,2018-03-23 00:00:15,R_DbKst0XFEZLv61P,,,,,39.158798217773,-75.494102478027,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,71,29,I feel that my donation would help the IRC but I would also not want to give every penny I have.,Once every three months,Yes,Most of the time,Independent,High school graduate,Once a week,Blue,Female,,"$90,000 – $99,999",65 – 74,5010348,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-23 00:11:42,2018-03-23 00:13:37,IP Address,108.75.11.35,100,114,True,2018-03-23 00:13:37,R_pLc8zJmyqyD8fUB,,,,,32.783798217773,-117.01789855957,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,30,70,I would donate $30 because I think it is a good amount to help refugees.,Once every three months,No,Some of the time,Conservative,Some college,Once or twice a month,Blue,Female,,"$30,000 – $39,999",18 – 24,4160486,.,humanitarian assistance for refugees,government donors
2018-03-23 00:16:33,2018-03-23 00:18:33,IP Address,23.243.164.144,100,119,True,2018-03-23 00:18:33,R_3R4Rcf4lQ8qkCiO,,,,,34.031097412109,-118.49000549316,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,5,95,"As much as I'd love to help out, I'm absurdly cash-strapped right now and any extra money is needed for my kids.",Once a week,No,Most of the time,Strong liberal,4 year degree,A few times a year,Blue,Male,,"More than $150,000",35 – 44,8177651,.,human rights for refugees,government donors
2018-03-23 00:19:38,2018-03-23 00:21:11,IP Address,66.75.38.242,100,93,True,2018-03-23 00:21:12,R_3HZZHKDa6Chmt6P,,,,,32.80729675293,-117.1324005127,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,20,80,"I think that is a good amount to donate and still keep some for myself in case of need. ",Once every six months,No,Some of the time,Liberal,4 year degree,Never,Blue,Male,,"$100,000 – $149,999",25 – 34,7047607,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-23 00:27:58,2018-03-23 00:33:16,IP Address,108.206.47.9,100,318,True,2018-03-23 00:33:17,R_3dST4v5ARRoNqZ1,,,,,26.188201904297,-80.171096801758,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,29,71,"There are things that I would need to use that extra money for, but I would be willing to donate some of it to a very good cause, as is the IRC.",Once every three months,No,Most of the time,Liberal,Graduate or professional degree,Never,Blue,Male,,"$40,000 – $49,999",55 – 64,6536777,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-23 00:41:53,2018-03-23 00:47:55,IP Address,108.31.72.73,100,361,True,2018-03-23 00:47:55,R_yqHAIkZYZJh5DOx,,,,,38.892700195312,-76.943000793457,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,60,40,It would be the first time that I did and I need to learn more about them.,Once a year,No,Some of the time,Liberal,Some college,Seldom,Blue,Male,,"$10,000 – $19,999",65 – 74,1424393,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-23 00:55:12,2018-03-23 01:01:08,IP Address,117.195.238.149,100,356,True,2018-03-23 01:01:09,R_2XjrUmQ25r0bnj7,,,,,17.050003051758,79.266693115234,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Very favorable,Somewhat likely,100,0,i would be donating the entire amount for welfare of people in need.,Once every six months,No,Some of the time,Strong liberal,Graduate or professional degree,Once or twice a month,Blue,Male,,"$70,000 – $79,999",25 – 34,1065145,.,human rights for refugees,"individual, private donors"
2018-03-23 00:59:08,2018-03-23 01:01:56,IP Address,68.206.154.128,100,168,True,2018-03-23 01:01:57,R_2uJneK0LFh01OHD,,,,,31.902297973633,-106.40650177002,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,I feel that ten percent is a fair amonunt to donate to the chairity I can use the rest of the money,Once a year,No,Most of the time,Independent,2 year degree,Seldom,Blue,Male,,"$20,000 – $29,999",45 – 54,8226871,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-23 00:56:09,2018-03-23 01:04:19,IP Address,117.195.238.149,100,489,True,2018-03-23 01:04:19,R_1OT6EZJqAhv7fEq,,,,,17.050003051758,79.266693115234,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,100,0,I would be happy to donate entire amount to IRC as my small part of contribution van bring happiness in people who are in need of it.,Once every six months,No,Most of the time,Strong liberal,Graduate or professional degree,Once or twice a month,Blue,Female,,"$80,000 – $89,999",25 – 34,2985927,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-23 01:06:01,2018-03-23 01:10:31,IP Address,99.35.160.62,100,269,True,2018-03-23 01:10:31,R_3PiAi5l0ciDospr,,,,,42.395904541016,-88.174896240234,anonymous,EN,Yes,"Green,Yellow",Very favorable,Neutral,Very favorable,Somewhat unlikely,9,91,Don't know too much about this organization to give them any more than ten dollars,Once a week,No,Some of the time,Conservative,2 year degree,A few times a year,Blue,Female,,"$70,000 – $79,999",55 – 64,134274,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-23 01:33:42,2018-03-23 01:35:43,IP Address,79.62.251.26,100,121,True,2018-03-23 01:35:44,R_3I0G97WE7swlUEb,,,,,41.505493164062,15.339096069336,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,I don't know anything about IRC. It might be tremendously inefficient with executives looting the coffers for all I know. I would never donate to an organization without researching it first.,Once a month,Yes,Most of the time,"Independent, leaning liberal",Graduate or professional degree,A few times a year,Blue,Male,,"$50,000 – $59,999",25 – 34,4371552,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-23 01:46:44,2018-03-23 01:48:37,IP Address,76.6.91.19,100,113,True,2018-03-23 01:48:38,R_1hBhDBCw2NgBRnx,,,,,31.866394042969,-95.650703430176,anonymous,EN,Yes,"Green,Yellow",Very favorable,Neutral,Neutral,Somewhat unlikely,3,97,i don't support refugees,Once a week,Yes,Most of the time,Very conservative,Some college,Once a week,Blue,Female,,"$100,000 – $149,999",35 – 44,1296395,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-23 01:48:27,2018-03-23 01:51:39,IP Address,107.11.186.83,100,191,True,2018-03-23 01:51:40,R_2OYMkK9TjQ852Ps,,,,,40.259399414062,-81.96410369873,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,20,80,It's the usual amount I donate to individual causes.,Once every three months,Yes,Most of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Male,,"$40,000 – $49,999",35 – 44,602885,.,human rights for refugees,"individual, private donors"
2018-03-23 01:59:33,2018-03-23 02:02:05,IP Address,159.212.71.126,100,151,True,2018-03-23 02:02:06,R_AyyPlAqknawMRmV,,,,,40.658294677734,-111.92310333252,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,50,50,share equally,Once a month,No,Some of the time,Independent,2 year degree,Once a week,Blue,Male,,"$80,000 – $89,999",55 – 64,401345,.,humanitarian assistance for refugees,government donors
